race,stench,sound,heat,intelligence,height,weight,strength,alignment,flight,bribe
orc,20,22,10,11,357,348,2355,evil,0,
halfling,9,10,10,10,117,101,159,good,0,
lizard,18,15,6,17,202,113,736,evil,0,
halfling,8,10,11,18,122,81,142,good,0,
wingedrat,19,16,12,13,171,204,1008,evil,1,
wingedrat,11,10,19,14,154,215,1037,evil,1,
human,11,17,8,25,198,95,287,neutral,0,160.0
lizard,22,16,3,11,204,131,778,evil,0,
wingedrat,11,11,12,13,145,204,974,evil,1,
lizard,15,17,-3,15,217,117,770,evil,0,
human,14,13,13,15,250,116,372,neutral,0,133.0
orc,19,17,8,11,318,337,2235,evil,0,
halfling,16,11,8,11,118,98,157,good,0,
human,11,14,12,25,201,105,306,neutral,0,156.0
human,8,16,11,24,226,86,295,neutral,0,156.0
human,7,12,10,17,226,116,345,neutral,0,145.0
wingedrat,18,16,15,12,156,230,1050,evil,1,
human,14,15,15,21,214,115,320,neutral,0,144.0
lizard,17,21,11,12,234,126,879,evil,0,
wingedrat,16,14,14,9,157,215,979,evil,1,
human,15,14,9,20,241,115,340,neutral,0,141.0
wingedrat,21,15,16,12,183,224,1094,evil,1,
lizard,20,17,-4,15,230,137,897,evil,0,
human,12,16,13,20,221,97,308,neutral,0,146.0
halfling,14,10,7,16,134,121,188,good,0,
halfling,11,6,12,10,151,87,162,good,0,
orc,23,21,11,11,302,329,2111,evil,0,
lizard,16,16,-6,14,222,139,903,evil,0,
orc,21,24,12,12,347,331,2254,evil,0,
halfling,12,7,10,22,125,107,169,good,0,
lizard,16,21,3,8,221,126,851,evil,0,
orc,25,21,8,13,341,346,2330,evil,0,
orc,23,16,7,12,322,363,2447,evil,0,
orc,17,12,7,8,318,293,2004,evil,0,
lizard,14,14,4,10,241,146,933,evil,0,
orc,15,24,12,6,354,339,2192,evil,0,
wingedrat,11,11,12,10,154,166,831,evil,1,
lizard,19,14,-5,14,208,126,813,evil,0,
wingedrat,18,18,19,13,134,193,909,evil,1,
halfling,13,16,12,15,124,100,162,good,0,
human,12,17,8,22,241,105,338,neutral,0,151.0
halfling,14,12,12,16,127,87,150,good,0,
orc,21,23,8,10,348,339,2295,evil,0,
halfling,17,14,13,15,129,132,196,good,0,
lizard,16,20,5,10,207,129,811,evil,0,
orc,17,19,9,6,351,308,2208,evil,0,
halfling,8,13,11,15,120,106,166,good,0,
orc,15,24,7,10,318,317,2091,evil,0,
wingedrat,13,11,16,9,159,189,955,evil,1,
halfling,5,12,15,13,123,102,163,good,0,
halfling,14,7,13,14,127,97,160,good,0,
human,10,14,10,21,219,94,306,neutral,0,150.0
halfling,16,8,15,17,110,117,172,good,0,
human,11,11,16,19,230,120,359,neutral,0,145.0
wingedrat,18,17,15,10,134,175,821,evil,1,
halfling,16,11,15,16,147,79,152,good,0,
orc,27,20,11,8,336,301,2012,evil,0,
wingedrat,15,8,13,11,153,225,1056,evil,1,
lizard,21,15,9,5,207,101,699,evil,0,
wingedrat,17,15,13,11,165,220,1096,evil,1,
lizard,20,10,-1,9,211,131,829,evil,0,
lizard,17,9,5,13,234,129,813,evil,0,
halfling,15,7,12,14,144,106,178,good,0,
orc,19,16,11,8,352,318,2262,evil,0,
wingedrat,11,11,12,11,144,192,957,evil,1,
orc,25,17,13,15,336,331,2289,evil,0,
wingedrat,19,15,21,15,148,170,886,evil,1,
lizard,23,18,5,6,212,117,751,evil,0,
orc,20,23,12,10,373,313,2225,evil,0,
human,15,15,10,19,235,105,336,neutral,0,141.0
wingedrat,16,15,16,8,149,208,1008,evil,1,
halfling,14,12,15,14,125,93,155,good,0,
wingedrat,18,16,10,13,161,205,999,evil,1,
halfling,9,9,12,19,146,118,191,good,0,
lizard,11,20,-3,15,220,146,894,evil,0,
orc,17,17,14,10,320,349,2302,evil,0,
halfling,11,6,14,18,128,126,190,good,0,
human,13,14,11,17,209,108,320,neutral,0,134.0
wingedrat,11,9,13,10,169,185,954,evil,1,
wingedrat,12,13,17,10,149,213,1032,evil,1,
human,11,16,9,15,234,104,337,neutral,0,133.0
human,14,16,11,20,228,103,333,neutral,0,144.0
lizard,23,7,8,13,225,140,861,evil,0,
halfling,9,8,14,17,123,137,198,good,0,
lizard,24,18,5,10,196,135,806,evil,0,
wingedrat,17,15,16,10,166,207,1032,evil,1,
lizard,17,13,1,12,223,150,948,evil,0,
human,15,12,16,19,229,99,314,neutral,0,142.0
lizard,15,15,2,15,216,115,749,evil,0,
lizard,17,14,9,10,206,130,806,evil,0,
orc,16,15,5,12,349,295,2211,evil,0,
halfling,11,12,15,9,145,109,181,good,0,
wingedrat,15,12,11,9,143,214,1037,evil,1,
human,15,12,9,19,214,94,299,neutral,0,137.0
wingedrat,18,9,19,14,156,208,982,evil,1,
halfling,12,15,12,17,144,115,187,good,0,
orc,20,23,6,12,301,306,2032,evil,0,
orc,16,16,7,15,329,316,2150,evil,0,
wingedrat,13,19,19,11,161,248,1173,evil,1,
human,14,8,14,23,247,95,326,neutral,0,145.0
halfling,15,1,9,12,118,121,180,good,0,
human,9,15,12,22,225,109,332,neutral,0,150.0
halfling,14,10,10,11,118,102,161,good,0,
lizard,15,19,10,16,220,118,851,evil,0,
orc,23,17,7,3,345,316,2161,evil,0,
halfling,11,9,14,16,105,89,141,good,0,
human,13,10,12,22,218,98,321,neutral,0,144.0
halfling,15,13,11,17,116,107,165,good,0,
human,13,17,9,17,234,114,348,neutral,0,137.0
halfling,13,8,10,13,132,99,165,good,0,
lizard,21,19,-2,12,219,140,923,evil,0,
wingedrat,16,19,10,15,164,236,1070,evil,1,
orc,27,18,8,11,328,274,1911,evil,0,
human,11,16,5,21,221,104,334,neutral,0,152.0
human,10,9,15,16,216,107,322,neutral,0,137.0
halfling,8,10,14,18,134,110,177,good,0,
wingedrat,11,15,14,12,148,212,987,evil,1,
halfling,10,15,14,14,116,103,161,good,0,
lizard,18,14,8,13,216,163,894,evil,0,
human,16,15,8,16,223,101,320,neutral,0,131.0
orc,13,19,9,0,331,339,2231,evil,0,
halfling,14,5,17,15,129,116,180,good,0,
wingedrat,11,13,16,16,165,201,1004,evil,1,
orc,16,18,12,8,333,317,2245,evil,0,
wingedrat,10,7,16,13,157,171,871,evil,1,
orc,24,24,6,5,334,322,2243,evil,0,
halfling,15,16,15,13,121,73,133,good,0,
halfling,9,15,15,13,128,143,207,good,0,
orc,15,18,12,13,349,321,2167,evil,0,
lizard,20,13,5,16,213,121,796,evil,0,
orc,20,20,8,10,316,357,2318,evil,0,
human,14,10,14,17,237,98,324,neutral,0,134.0
halfling,6,11,15,16,122,110,171,good,0,
orc,23,22,7,13,323,319,2073,evil,0,
human,9,14,10,20,223,104,335,neutral,0,150.0
halfling,14,14,10,9,144,94,166,good,0,
lizard,19,14,-1,8,230,138,920,evil,0,
orc,22,26,6,11,343,308,2181,evil,0,
human,13,13,14,18,201,100,298,neutral,0,139.0
halfling,10,4,17,15,117,102,160,good,0,
wingedrat,12,16,16,16,156,180,892,evil,1,
orc,25,23,11,10,343,338,2249,evil,0,
lizard,15,19,3,11,206,119,782,evil,0,
wingedrat,17,17,11,12,163,199,968,evil,1,
orc,15,20,14,9,364,344,2356,evil,0,
lizard,16,19,-2,14,225,131,800,evil,0,
orc,19,22,8,9,344,330,2339,evil,0,
lizard,21,15,6,6,218,114,775,evil,0,
orc,18,17,12,7,343,316,2142,evil,0,
lizard,12,13,4,11,217,113,789,evil,0,
lizard,18,16,-1,9,218,108,713,evil,0,
orc,21,21,13,9,313,343,2291,evil,0,
orc,17,14,4,12,346,334,2252,evil,0,
orc,22,14,10,13,323,327,2170,evil,0,
human,14,7,14,21,212,97,299,neutral,0,144.0
lizard,20,16,5,10,225,133,893,evil,0,
human,9,10,16,17,217,105,322,neutral,0,139.0
wingedrat,19,11,12,13,174,208,1027,evil,1,
halfling,18,16,15,16,121,109,169,good,0,
lizard,22,13,3,13,206,126,817,evil,0,
halfling,8,13,6,16,130,92,157,good,0,
lizard,17,17,-2,17,224,149,933,evil,0,
halfling,13,13,14,18,143,111,182,good,0,
human,11,13,16,20,237,109,347,neutral,0,144.0
orc,20,13,9,9,312,302,2033,evil,0,
human,17,9,16,24,193,120,321,neutral,0,149.0
human,14,12,9,18,222,104,331,neutral,0,134.0
halfling,14,10,11,16,119,119,178,good,0,
halfling,14,12,10,16,139,96,165,good,0,
human,14,14,14,22,229,106,332,neutral,0,151.0
wingedrat,11,14,18,15,163,188,1005,evil,1,
halfling,14,11,13,16,145,104,176,good,0,
human,9,8,14,20,210,110,332,neutral,0,146.0
human,14,10,9,26,206,113,320,neutral,0,159.0
human,6,15,13,17,216,100,307,neutral,0,141.0
human,15,11,6,16,210,107,311,neutral,0,128.0
halfling,14,10,10,18,139,88,157,good,0,
wingedrat,12,17,12,12,182,217,1084,evil,1,
lizard,10,11,-5,11,202,117,792,evil,0,
human,11,14,10,22,215,114,334,neutral,0,150.0
halfling,13,7,10,14,141,67,137,good,0,
human,13,11,12,19,210,111,338,neutral,0,141.0
orc,10,17,13,11,351,359,2352,evil,0,
lizard,21,14,8,10,217,151,908,evil,0,
lizard,20,18,-4,12,212,139,807,evil,0,
halfling,11,11,13,17,140,99,169,good,0,
lizard,14,16,1,12,207,147,837,evil,0,
orc,21,15,6,13,325,353,2318,evil,0,
wingedrat,16,17,18,15,149,213,921,evil,1,
human,11,9,9,13,226,108,337,neutral,0,128.0
wingedrat,12,15,9,11,161,236,1092,evil,1,
wingedrat,17,12,15,7,165,201,938,evil,1,
halfling,13,11,15,20,141,132,202,good,0,
orc,17,21,10,4,318,318,2121,evil,0,
human,13,9,13,13,233,106,347,neutral,0,129.0
human,11,13,11,19,208,85,283,neutral,0,146.0
lizard,19,16,-1,12,226,142,869,evil,0,
halfling,16,12,12,17,122,142,203,good,0,
wingedrat,14,19,15,15,148,209,966,evil,1,
human,12,15,11,18,192,104,292,neutral,0,141.0
wingedrat,10,14,14,10,133,216,989,evil,1,
orc,19,24,9,7,346,332,2220,evil,0,
wingedrat,13,18,18,17,152,230,1073,evil,1,
lizard,19,12,1,8,202,131,790,evil,0,
wingedrat,11,14,11,12,155,174,874,evil,1,
halfling,17,15,12,15,122,88,149,good,0,
human,10,14,13,23,222,107,324,neutral,0,153.0
human,9,9,9,15,196,107,316,neutral,0,131.0
human,4,17,13,22,221,104,318,neutral,0,162.0
halfling,10,12,10,18,137,88,156,good,0,
human,15,12,13,19,245,112,348,neutral,0,142.0
lizard,18,14,9,14,207,125,807,evil,0,
wingedrat,16,11,17,11,160,192,944,evil,1,
lizard,16,11,-2,15,222,132,838,evil,0,
human,14,12,11,17,227,88,308,neutral,0,137.0
halfling,12,7,9,13,124,93,155,good,0,
human,9,6,15,20,204,117,337,neutral,0,143.0
wingedrat,14,14,15,15,143,224,1049,evil,1,
lizard,18,15,-2,11,200,114,774,evil,0,
human,15,6,13,16,218,104,331,neutral,0,130.0
human,15,10,12,19,214,122,343,neutral,0,141.0
halfling,12,9,14,13,136,118,186,good,0,
orc,16,22,10,4,317,307,2124,evil,0,
human,13,9,13,23,217,99,296,neutral,0,148.0
orc,19,14,12,6,364,347,2405,evil,0,
orc,15,22,12,7,353,337,2235,evil,0,
orc,25,25,8,6,295,300,2051,evil,0,
lizard,19,14,5,11,211,124,802,evil,0,
human,15,7,13,25,214,108,313,neutral,0,153.0
lizard,17,14,3,13,214,133,784,evil,0,
halfling,9,8,14,17,112,118,174,good,0,
halfling,11,7,14,10,124,117,179,good,0,
human,14,14,11,12,217,113,339,neutral,0,124.0
halfling,14,11,12,18,140,74,144,good,0,
orc,18,19,8,8,323,310,2131,evil,0,
orc,19,24,11,4,343,302,2113,evil,0,
human,17,13,15,25,225,126,360,neutral,0,155.0
human,11,12,14,17,229,110,344,neutral,0,138.0
lizard,13,10,4,15,213,134,849,evil,0,
lizard,12,20,-12,13,212,128,779,evil,0,
human,12,12,10,23,222,85,301,neutral,0,149.0
orc,17,16,8,4,341,346,2368,evil,0,
wingedrat,16,15,11,12,167,177,917,evil,1,
orc,22,21,10,13,323,359,2280,evil,0,
orc,18,16,11,3,351,327,2309,evil,0,
orc,23,20,9,12,318,329,2229,evil,0,
orc,16,22,7,13,356,310,2231,evil,0,
human,13,11,7,21,205,95,298,neutral,0,145.0
orc,19,22,3,10,357,314,2183,evil,0,
halfling,11,10,16,15,115,102,159,good,0,
orc,16,20,9,6,318,346,2288,evil,0,
human,10,9,13,18,245,109,336,neutral,0,141.0
human,11,9,11,21,193,114,312,neutral,0,146.0
orc,24,27,15,9,350,324,2255,evil,0,
lizard,15,18,3,14,213,151,897,evil,0,
orc,16,17,9,12,341,316,2251,evil,0,
lizard,20,10,-2,14,224,141,862,evil,0,
wingedrat,13,15,18,10,151,188,954,evil,1,
orc,16,21,12,12,306,321,2118,evil,0,
halfling,13,6,10,14,143,99,170,good,0,
lizard,21,11,-5,8,205,154,902,evil,0,
wingedrat,9,17,15,7,159,185,939,evil,1,
halfling,11,10,15,7,118,107,166,good,0,
human,10,12,13,20,224,104,328,neutral,0,147.0
human,10,10,14,12,218,98,321,neutral,0,126.0
human,7,15,14,20,202,98,307,neutral,0,150.0
lizard,16,12,0,11,235,105,780,evil,0,
wingedrat,10,14,10,15,153,235,1113,evil,1,
human,14,10,11,17,243,107,344,neutral,0,138.0
lizard,14,15,1,13,217,116,769,evil,0,
lizard,15,16,4,15,221,132,841,evil,0,
halfling,15,11,6,16,108,90,144,good,0,
wingedrat,21,19,13,14,146,231,1089,evil,1,
lizard,16,14,-6,9,244,117,844,evil,0,
halfling,14,7,13,18,135,90,157,good,0,
wingedrat,14,13,20,11,156,196,971,evil,1,
wingedrat,21,10,14,8,158,237,1144,evil,1,
orc,25,12,2,15,361,338,2214,evil,0,
wingedrat,17,15,19,8,146,217,1019,evil,1,
halfling,16,6,9,16,115,120,177,good,0,
lizard,8,11,10,12,210,132,847,evil,0,
orc,21,22,8,13,321,364,2322,evil,0,
wingedrat,14,21,15,13,176,167,911,evil,1,
wingedrat,8,15,15,14,177,187,955,evil,1,
orc,20,16,12,5,366,311,2189,evil,0,
human,13,13,15,17,226,106,338,neutral,0,137.0
orc,25,18,7,10,327,307,2153,evil,0,
human,17,17,15,21,218,97,314,neutral,0,140.0
orc,21,16,14,14,362,336,2261,evil,0,
wingedrat,16,17,15,15,159,196,1007,evil,1,
wingedrat,16,13,9,17,171,193,1022,evil,1,
orc,18,23,17,12,322,333,2230,evil,0,
halfling,13,9,16,14,150,95,170,good,0,
orc,20,18,10,6,318,354,2306,evil,0,
lizard,19,17,5,14,214,146,911,evil,0,
lizard,21,20,5,14,214,151,932,evil,0,
halfling,13,13,8,15,122,88,149,good,0,
orc,19,22,8,3,360,297,2238,evil,0,
human,16,14,7,21,209,114,336,neutral,0,145.0
orc,15,22,11,8,328,334,2227,evil,0,
wingedrat,15,17,10,10,150,213,1034,evil,1,
human,15,13,16,21,216,111,322,neutral,0,143.0
halfling,16,4,12,15,105,86,138,good,0,
wingedrat,10,12,13,13,164,238,1023,evil,1,
halfling,11,10,14,18,126,72,135,good,0,
human,13,12,16,18,239,102,339,neutral,0,135.0
lizard,13,14,-1,18,210,122,739,evil,0,
orc,26,13,11,12,314,315,2187,evil,0,
halfling,9,8,6,12,107,107,160,good,0,
human,10,9,13,11,235,112,343,neutral,0,122.0
human,12,15,16,23,206,95,300,neutral,0,151.0
halfling,11,11,13,14,111,95,150,good,0,
orc,18,23,10,10,357,341,2414,evil,0,
orc,18,20,12,7,358,330,2302,evil,0,
halfling,16,9,16,17,128,124,188,good,0,
halfling,14,9,14,9,126,93,156,good,0,
lizard,15,18,11,16,227,115,784,evil,0,
lizard,21,11,4,16,210,141,845,evil,0,
human,11,10,13,19,208,106,309,neutral,0,144.0
halfling,6,6,16,16,127,104,167,good,0,
orc,20,18,11,7,343,330,2363,evil,0,
human,14,11,11,17,211,114,331,neutral,0,136.0
human,10,13,4,13,217,108,332,neutral,0,125.0
human,14,16,11,19,236,111,348,neutral,0,137.0
wingedrat,18,13,14,15,126,216,951,evil,1,
human,13,9,12,22,217,118,347,neutral,0,145.0
lizard,20,15,8,12,213,129,748,evil,0,
human,11,13,8,19,220,90,301,neutral,0,140.0
wingedrat,10,21,14,10,134,187,822,evil,1,
lizard,14,15,0,5,213,129,814,evil,0,
lizard,21,11,-3,11,205,123,791,evil,0,
human,6,10,11,26,210,93,302,neutral,0,163.0
lizard,19,13,6,12,218,121,819,evil,0,
human,11,18,13,20,239,111,350,neutral,0,145.0
wingedrat,18,14,21,16,162,163,854,evil,1,
orc,17,11,4,14,322,321,2247,evil,0,
human,12,14,12,25,234,95,324,neutral,0,158.0
human,14,11,12,18,221,118,337,neutral,0,136.0
orc,25,19,12,7,361,319,2198,evil,0,
lizard,15,8,4,11,237,129,860,evil,0,
lizard,16,15,8,12,225,124,806,evil,0,
orc,24,20,8,8,330,319,2199,evil,0,
lizard,18,11,0,12,218,132,809,evil,0,
wingedrat,14,20,13,13,165,202,956,evil,1,
lizard,20,15,-5,15,212,143,841,evil,0,
halfling,14,8,12,14,113,90,146,good,0,
orc,23,18,5,9,319,342,2373,evil,0,
orc,19,19,13,11,370,325,2305,evil,0,
human,14,18,15,21,215,114,332,neutral,0,147.0
wingedrat,20,18,18,13,129,235,1065,evil,1,
lizard,13,16,0,15,221,134,825,evil,0,
lizard,15,14,-5,16,211,130,801,evil,0,
human,14,13,12,25,226,100,315,neutral,0,160.0
human,15,9,10,16,232,111,345,neutral,0,133.0
wingedrat,16,9,16,14,167,164,905,evil,1,
halfling,12,11,9,17,129,91,155,good,0,
wingedrat,16,13,16,12,133,189,897,evil,1,
wingedrat,10,15,15,15,150,209,1024,evil,1,
halfling,18,11,13,16,110,93,148,good,0,
human,12,8,6,19,228,107,335,neutral,0,142.0
wingedrat,16,17,8,10,182,223,1069,evil,1,
wingedrat,18,15,14,14,163,213,969,evil,1,
halfling,15,11,15,10,127,87,150,good,0,
wingedrat,20,15,11,15,149,211,981,evil,1,
wingedrat,15,15,16,12,146,219,1040,evil,1,
human,12,16,13,22,190,103,304,neutral,0,149.0
human,9,14,16,21,207,96,298,neutral,0,151.0
wingedrat,13,16,18,16,150,231,1045,evil,1,
halfling,10,12,15,18,106,109,162,good,0,
orc,18,23,9,9,354,328,2271,evil,0,
human,9,13,13,16,229,99,317,neutral,0,137.0
wingedrat,15,16,22,11,170,205,992,evil,1,
human,7,16,14,19,235,101,335,neutral,0,149.0
lizard,15,15,1,14,237,137,928,evil,0,
halfling,7,12,11,16,117,93,151,good,0,
orc,21,19,8,10,360,316,2278,evil,0,
halfling,11,11,11,17,125,108,170,good,0,
human,16,9,13,21,226,109,339,neutral,0,142.0
orc,15,14,5,9,345,334,2310,evil,0,
lizard,12,17,5,15,227,123,793,evil,0,
wingedrat,15,15,15,13,185,200,994,evil,1,
wingedrat,14,17,17,12,157,213,1011,evil,1,
lizard,17,13,-1,16,230,103,812,evil,0,
wingedrat,17,13,11,14,150,177,861,evil,1,
orc,22,15,8,13,350,315,2216,evil,0,
human,15,12,14,18,216,115,339,neutral,0,135.0
lizard,15,11,-6,18,222,125,818,evil,0,
wingedrat,17,12,19,12,167,182,935,evil,1,
orc,14,23,8,4,313,323,2157,evil,0,
halfling,11,4,13,17,134,102,169,good,0,
orc,26,24,3,12,338,325,2224,evil,0,
lizard,19,12,3,16,223,117,788,evil,0,
wingedrat,5,11,14,13,163,226,1065,evil,1,
halfling,16,10,14,16,120,127,187,good,0,
human,16,10,14,22,209,97,305,neutral,0,144.0
halfling,11,5,14,14,142,77,148,good,0,
halfling,12,9,16,20,157,130,208,good,0,
human,12,13,12,17,226,103,327,neutral,0,138.0
lizard,17,13,12,14,228,136,883,evil,0,
halfling,11,12,12,13,120,84,144,good,0,
human,14,7,14,15,213,101,301,neutral,0,126.0
orc,23,17,10,8,326,337,2319,evil,0,
human,10,15,12,16,223,110,332,neutral,0,137.0
wingedrat,19,12,16,6,141,245,1119,evil,1,
lizard,18,16,3,17,212,129,846,evil,0,
orc,24,20,8,13,315,316,2165,evil,0,
human,8,12,15,18,214,105,327,neutral,0,144.0
wingedrat,17,16,18,12,151,225,1062,evil,1,
wingedrat,16,14,13,11,139,191,935,evil,1,
wingedrat,16,13,21,14,154,190,919,evil,1,
halfling,11,7,13,11,101,106,156,good,0,
lizard,18,15,3,9,230,131,908,evil,0,
lizard,13,10,-2,7,215,116,764,evil,0,
wingedrat,12,18,20,15,150,190,891,evil,1,
orc,14,17,11,10,363,346,2378,evil,0,
orc,23,20,10,10,342,352,2477,evil,0,
halfling,16,10,10,12,119,109,168,good,0,
orc,18,26,7,13,340,318,2255,evil,0,
orc,17,21,11,12,327,361,2345,evil,0,
wingedrat,12,18,12,14,141,179,863,evil,1,
wingedrat,16,16,14,15,163,207,1016,evil,1,
lizard,18,15,4,13,238,126,873,evil,0,
orc,19,23,8,7,310,310,2112,evil,0,
lizard,14,15,1,16,190,137,781,evil,0,
wingedrat,9,14,15,14,151,194,934,evil,1,
wingedrat,11,13,15,15,163,204,971,evil,1,
wingedrat,18,13,10,13,149,215,1005,evil,1,
halfling,14,14,10,14,140,106,176,good,0,
halfling,9,8,8,16,119,122,181,good,0,
human,9,13,10,19,219,97,299,neutral,0,144.0
halfling,9,11,8,15,116,126,184,good,0,
orc,24,18,4,6,328,293,2091,evil,0,
halfling,14,7,9,18,130,98,163,good,0,
halfling,14,10,12,7,124,132,194,good,0,
halfling,13,10,14,17,135,84,151,good,0,
human,4,8,11,24,216,97,314,neutral,0,160.0
lizard,16,17,1,16,212,144,935,evil,0,
wingedrat,16,14,11,11,154,210,1008,evil,1,
wingedrat,16,17,20,7,175,194,986,evil,1,
halfling,6,4,14,14,131,135,200,good,0,
halfling,11,4,12,18,112,115,171,good,0,
halfling,11,11,13,17,115,147,204,good,0,
wingedrat,17,10,15,12,148,211,1013,evil,1,
lizard,17,18,1,12,225,132,873,evil,0,
lizard,16,14,-3,11,216,128,811,evil,0,
wingedrat,16,8,10,14,164,196,1026,evil,1,
halfling,9,10,18,13,131,96,161,good,0,
lizard,19,13,7,6,199,149,879,evil,0,
halfling,12,10,13,17,118,107,166,good,0,
halfling,14,10,15,17,124,98,160,good,0,
wingedrat,11,18,14,14,163,214,984,evil,1,
lizard,21,21,4,9,218,117,834,evil,0,
human,11,11,15,19,225,109,334,neutral,0,141.0
human,16,11,8,18,221,106,319,neutral,0,140.0
human,9,13,13,21,218,93,311,neutral,0,152.0
human,11,15,12,18,217,104,328,neutral,0,140.0
lizard,19,12,2,14,229,136,842,evil,0,
lizard,19,16,3,16,224,116,829,evil,0,
halfling,8,10,9,15,124,114,176,good,0,
human,11,14,17,12,216,90,289,neutral,0,127.0
halfling,15,10,13,16,130,74,139,good,0,
orc,16,20,8,1,306,313,2096,evil,0,
lizard,18,14,1,13,207,150,853,evil,0,
wingedrat,12,13,12,9,157,208,1019,evil,1,
orc,22,18,14,9,344,325,2172,evil,0,
lizard,14,14,-1,16,244,130,953,evil,0,
lizard,20,15,-2,15,225,135,868,evil,0,
wingedrat,15,13,12,11,144,179,920,evil,1,
halfling,10,5,15,12,124,75,137,good,0,
halfling,11,17,14,15,131,87,152,good,0,
orc,23,11,11,7,324,370,2487,evil,0,
halfling,15,9,15,17,123,124,185,good,0,
human,10,5,12,18,201,106,313,neutral,0,140.0
wingedrat,18,13,8,10,148,211,968,evil,1,
wingedrat,19,9,13,6,186,161,901,evil,1,
human,5,17,15,19,228,103,344,neutral,0,153.0
wingedrat,16,16,13,14,166,214,1057,evil,1,
lizard,20,18,1,12,228,129,864,evil,0,
human,11,9,15,20,207,90,291,neutral,0,145.0
orc,8,17,1,6,349,329,2333,evil,0,
wingedrat,13,12,15,16,154,195,928,evil,1,
human,11,7,6,18,217,92,295,neutral,0,140.0
lizard,16,14,6,14,235,109,778,evil,0,
lizard,13,12,-2,12,209,117,763,evil,0,
orc,15,26,7,7,332,322,2104,evil,0,
orc,17,25,9,12,330,309,2224,evil,0,
lizard,18,12,3,11,233,126,780,evil,0,
human,9,12,13,17,213,108,325,neutral,0,139.0
human,12,8,10,21,225,96,315,neutral,0,141.0
halfling,11,4,13,18,133,122,188,good,0,
orc,16,25,15,7,369,337,2423,evil,0,
lizard,19,14,5,15,216,128,801,evil,0,
wingedrat,14,16,11,11,169,203,979,evil,1,
orc,13,20,11,4,359,362,2519,evil,0,
lizard,20,17,-1,14,198,115,697,evil,0,
halfling,12,5,17,8,131,126,191,good,0,
human,12,9,10,15,216,94,299,neutral,0,129.0
wingedrat,15,10,13,11,153,205,932,evil,1,
orc,20,21,11,9,338,334,2280,evil,0,
orc,22,16,5,8,324,308,2125,evil,0,
orc,16,17,13,8,332,315,2128,evil,0,
halfling,15,7,14,11,133,85,151,good,0,
orc,23,27,13,5,339,310,2043,evil,0,
orc,22,20,10,8,338,358,2412,evil,0,
human,11,10,14,22,229,104,319,neutral,0,148.0
halfling,11,3,10,16,115,95,152,good,0,
human,16,12,12,18,212,115,334,neutral,0,134.0
lizard,14,17,-3,7,213,130,859,evil,0,
wingedrat,16,18,10,14,158,186,909,evil,1,
orc,16,16,13,9,386,365,2407,evil,0,
halfling,13,13,11,19,122,126,187,good,0,
orc,15,16,10,10,339,328,2293,evil,0,
wingedrat,18,11,20,13,155,172,818,evil,1,
wingedrat,20,7,17,11,164,202,994,evil,1,
lizard,17,16,2,14,207,132,823,evil,0,
orc,18,20,10,6,340,301,2224,evil,0,
orc,24,19,14,11,346,332,2221,evil,0,
halfling,12,14,14,13,117,132,190,good,0,
orc,20,20,7,9,287,343,2133,evil,0,
orc,18,20,13,13,301,379,2387,evil,0,
orc,19,21,9,9,325,313,2217,evil,0,
lizard,21,15,-1,17,234,126,840,evil,0,
orc,22,23,11,7,318,300,2059,evil,0,
wingedrat,17,14,13,10,165,188,911,evil,1,
orc,22,20,12,11,312,358,2429,evil,0,
human,12,7,12,24,244,116,364,neutral,0,151.0
lizard,17,16,3,12,212,126,821,evil,0,
human,9,9,15,20,225,106,333,neutral,0,145.0
halfling,12,10,18,10,136,89,157,good,0,
lizard,20,16,2,11,219,118,828,evil,0,
halfling,13,4,17,11,130,125,190,good,0,
wingedrat,16,15,13,14,170,228,1100,evil,1,
human,12,14,15,18,228,98,315,neutral,0,143.0
lizard,17,17,1,10,210,131,836,evil,0,
orc,19,13,12,10,383,320,2365,evil,0,
wingedrat,10,9,11,11,171,207,1054,evil,1,
wingedrat,11,14,10,12,155,215,1002,evil,1,
lizard,15,15,4,9,213,141,855,evil,0,
lizard,14,15,-6,14,230,129,858,evil,0,
human,13,14,15,22,192,106,309,neutral,0,148.0
wingedrat,11,18,12,12,157,186,948,evil,1,
lizard,25,10,9,7,218,135,848,evil,0,
orc,24,15,13,11,343,305,2201,evil,0,
wingedrat,22,15,18,10,169,204,990,evil,1,
human,10,17,13,19,234,104,335,neutral,0,147.0
halfling,15,6,15,15,122,88,149,good,0,
wingedrat,19,10,12,12,145,221,1000,evil,1,
human,7,15,16,24,198,107,308,neutral,0,160.0
orc,13,25,12,7,322,297,1998,evil,0,
human,16,15,16,12,223,105,315,neutral,0,121.0
wingedrat,13,14,14,7,156,206,984,evil,1,
human,14,8,15,18,224,94,307,neutral,0,134.0
